#{"t_start": 1747184514.6882677, "env_id": "None"}
r,l,t
-3.5583797,25,4.642389
-2.7795043,26,4.822255
-5.345694,26,4.822306
-7.165453,26,4.822316
4.055258,26,4.822322
-7.9104595,26,4.822329
-9.408616,26,4.822335
-3.4299548,26,4.822341
1.4828453,26,4.822346
-2.2735841,26,4.822352
-7.1442466,26,4.822358
-2.870683,26,4.822364
-1.1942248,26,4.822372
-0.85299206,26,4.822377
-9.977378,26,4.822384
-4.397418,26,4.82239
-0.5037236,26,4.822397
-5.1240273,26,4.822403
-7.129229,26,4.822409
-12.118977,26,4.822419
-3.0445404,26,4.822426
0.40851498,26,4.822436
-4.020753,26,4.82245
-5.3192554,26,4.822456
-3.8381467,26,4.82246
-5.4789934,26,4.822467
-6.8270674,26,4.822472
-7.3239813,26,4.822477
-2.9814277,26,4.822482
-7.7019835,26,4.822488
-8.037811,26,4.822493
-4.7457256,26,4.822499
-4.8931093,26,4.822507
-4.1474648,26,4.822513
-6.3234916,26,4.822526
-0.06389141,26,4.82253
-13.83913,26,4.822536
2.2567973,26,4.822545
-7.864249,26,4.82255
-6.705108,26,4.822556
-6.408823,26,4.822562
-6.418101,26,4.822567
-5.6965322,26,4.822575
-7.827383,26,4.82258
-8.216031,26,4.822591
-2.681166,26,4.822597
-6.208901,26,4.822603
-7.048661,26,4.822609
2.2316165,26,4.822614
-4.2887893,26,4.82262
-6.299096,26,4.822626
-5.5514736,26,4.822633
-3.5273905,26,4.822637
-4.5240517,26,4.822644
-9.352141,26,4.822652
-4.9925814,26,4.822658
-8.48999,26,4.822664
0.08454847,26,4.82267
-2.2136474,26,4.822677
-8.802723,26,4.822685
-6.1674194,26,4.822692
-3.283177,26,4.822698
-3.855629,26,4.822703
4.408665,26,4.822713
-3.9435053,26,4.822718
-8.865717,26,4.822723
-8.180384,26,4.822728
-9.231664,26,4.822734
-5.016716,26,4.822741
-2.763162,26,4.822748
-3.6545846,26,4.822753
-5.773727,26,4.822758
-4.663885,26,4.822764
-5.191734,26,4.82277
-6.4592094,26,4.822775
3.2932591,26,4.822785
-6.8143845,26,4.82279
-6.7751074,26,4.822796
-10.18972,26,4.822803
-2.4303284,26,4.822816
0.22477484,26,4.822821
-10.923191,26,4.822827
1.1635022,26,4.822834
-3.2492337,26,4.82284
-3.6983452,26,4.822847
-4.9889526,26,4.822861
-6.6639977,26,4.822873
-11.670958,26,4.822879
-2.014915,26,4.822887
1.4189315,26,4.822893
-11.674873,26,4.822898
-3.6946473,26,4.822903
-6.0281014,26,4.822909
-0.33498573,26,4.822914
-6.371869,26,4.822919
-9.468078,26,4.822928
-9.562981,26,4.822934
-9.307337,26,4.822942
3.1094904,26,4.822948
-3.7907753,26,4.822956
-5.4438477,26,4.822961
-9.500149,26,4.822966
-7.498425,26,4.822971
-2.7026114,26,4.822977
-9.129257,26,4.822984
-2.9290519,26,4.822994
-11.160899,26,4.823002
-4.6010666,27,5.000468
1.8954606,27,5.000518
-3.2536342,27,5.00053
-6.470027,27,5.000537
-9.274706,27,5.000542
-5.93483,27,5.000549
-9.634804,27,5.000559
-6.395487,27,5.000564
-7.5675287,27,5.000571
-4.012642,27,5.000576
-6.2757,27,5.000581
2.7316265,27,5.000602
-3.867114,27,5.000608
-4.384197,27,5.000613
-3.6073563,27,5.00062
-8.57342,27,5.000624
-3.5865278,27,5.00063
-7.7394753,27,5.000635
-2.739561,27,5.000642
-3.07615,27,5.000648
-1.3093247,27,5.000656
-9.752212,27,5.000664
-10.597841,27,5.00067
3.1773167,27,5.000676
-4.0299673,27,5.000681
-4.640386,27,5.000693
-4.702352,27,5.000699
-5.1724043,27,5.000704
-2.4654613,27,5.000709
0.69790363,27,5.000715
-6.4696655,27,5.000721
-7.0533705,27,5.000727
-13.057133,27,5.000733
-8.829466,27,5.000742
-9.209999,27,5.000748
-5.595173,27,5.000754
-1.4222198,27,5.00076
-6.0073853,27,5.000766
-3.194219,27,5.000771
-7.175316,27,5.000779
-2.1007342,27,5.000787
-7.9983034,27,5.000795
-8.627997,27,5.000801
-10.376156,27,5.000805
-2.180333,27,5.000811
0.36410475,27,5.000816
-4.638447,27,5.000822
-10.5005665,27,5.000827
-8.616346,27,5.000834
-9.3970175,27,5.000841
-2.3853674,27,5.000849
-4.1166477,27,5.000854
-8.927425,27,5.00086
-3.6560159,27,5.00087
-7.018603,27,5.000877
-1.5636218,27,5.000885
-5.034788,27,5.00089
-5.7154036,27,5.000895
-4.3183765,27,5.000901
-6.4957514,27,5.000908
-7.3015966,27,5.000912
-4.4574146,27,5.000918
-2.2946553,27,5.000925
-11.883471,27,5.000932
-9.9082155,27,5.000938
-4.169656,27,5.000943
0.7135129,27,5.000954
-9.567919,27,5.000959
-7.2289014,27,5.000966
-6.5136724,27,5.000971
-5.7027392,27,5.000977
-6.5814667,27,5.000985
-5.513894,27,5.00099
-12.577782,27,5.001
-3.3643923,27,5.001007
-0.33956623,27,5.001014
-5.446997,27,5.00102
-0.9920416,27,5.001029
-6.550084,27,5.001037
-2.999731,27,5.001043
-8.8511505,27,5.001048
-7.1073265,27,5.001058
-7.6263123,27,5.001064
-1.9872789,27,5.001069
-6.4549837,27,5.001076
-1.8975432,27,5.001084
-5.335462,27,5.00109
-3.339126,27,5.001096
-5.4817877,27,5.001104
-4.26905,27,5.00111
-5.430893,27,5.001117
-3.411937,27,5.001123
-10.268458,27,5.001127
-7.4517136,27,5.001132
-10.339892,28,5.183072
-5.881137,28,5.183131
2.7903428,28,5.183141
3.0843515,28,5.183149
-4.5997357,28,5.183155
-6.6434164,28,5.183161
-4.204806,28,5.183172
-3.3101,28,5.183178
-6.2213597,28,5.183193
-3.4084888,28,5.183198
-11.560259,28,5.183204
-2.5603843,28,5.183212
-4.8395987,28,5.18322
-5.240361,28,5.183225
-1.2166905,28,5.183231
4.328533,28,5.183239
-2.581091,28,5.183245
-7.103272,28,5.18325
-6.764496,28,5.183257
-2.2137928,28,5.183263
-6.48811,28,5.183268
-4.59526,28,5.183273
-5.1975493,28,5.183279
-5.712171,28,5.183285
-8.940655,28,5.183292
-7.96314,28,5.183297
-3.1795897,28,5.183302
-11.821396,28,5.183309
-2.3568654,28,5.183314
-6.6250854,28,5.183323
-1.45437,28,5.183334
0.0063300133,28,5.183344
-1.6534634,28,5.183349
-5.4820776,28,5.183354
-6.4432273,28,5.18336
-8.308166,28,5.183364
-4.8343697,28,5.18337
-9.570283,28,5.183378
-0.16558123,28,5.183385
-1.1225567,28,5.183391
-5.5250835,28,5.183398
-1.412602,28,5.183403
-1.0597944,28,5.183408
-2.777502,28,5.183413
-4.475606,28,5.183421
-8.744348,28,5.183428
-7.859869,28,5.183435
-4.919832,28,5.183442
-1.4743352,28,5.18345
-4.441121,28,5.18346
-5.4440193,28,5.183465
-8.655224,28,5.18347
-9.1018305,28,5.183475
-1.3956285,28,5.183482
-9.1720295,28,5.183491
-7.8881316,28,5.183501
0.18014526,28,5.183509
-5.405941,28,5.183518
-4.8472004,28,5.183526
-4.8483486,28,5.183531
-2.9103165,28,5.183541
-6.106976,28,5.183547
-5.7989726,28,5.183557
0.05474615,28,5.183568
-2.0186977,28,5.183586
-4.7656384,28,5.183594
-10.180462,28,5.183599
-6.457917,28,5.183614
-6.591502,28,5.183623
-4.713175,28,5.183631
-3.8148527,28,5.183639
-2.4867632,28,5.183645
-6.7591724,28,5.183653
-7.257763,28,5.183661
-10.188009,28,5.183668
-7.461828,28,5.183676
-2.5547643,28,5.183682
-4.0750747,28,5.183692
-6.633512,28,5.183697
-2.4252515,28,5.183706
-7.788537,28,5.183711
-3.5236893,28,5.183716
-8.350295,29,5.367441
-4.481556,29,5.367504
-9.55654,29,5.367515
-10.301668,29,5.367524
-2.104291,29,5.36753
-4.671118,29,5.367539
-3.94015,29,5.367551
-6.422319,29,5.367565
-5.577052,29,5.367573
-6.0144887,29,5.367578
-0.32278824,29,5.367589
-4.84564,29,5.367596
-7.7835937,29,5.367609
-1.6198583,29,5.367616
-7.3681974,29,5.367623
0.20584536,29,5.367629
-3.4857335,29,5.367635
-5.251181,29,5.367643
-9.523932,29,5.36765
-1.7327363,29,5.367657
-5.610249,29,5.367663
-14.617558,29,5.367668
-1.8299699,29,5.367676
-7.0382514,29,5.367681
-5.0894814,29,5.367686
0.7604852,29,5.367693
-1.6479883,29,5.367702
1.3284922,29,5.367709
-5.9277854,29,5.367715
-4.140572,29,5.36772
-4.60759,29,5.367725
0.88843966,29,5.36773
-9.943594,29,5.367738
-9.643924,29,5.367744
-2.4027338,29,5.367749
-6.3773007,29,5.367755
-4.0636764,29,5.367761
-10.252577,29,5.367767
-0.5634165,29,5.367781
-7.5010757,29,5.367787
-2.8193827,29,5.367793
-4.511551,29,5.367802
-7.1978803,29,5.367811
-8.344835,29,5.367821
-3.4461324,29,5.367833
-5.817212,29,5.36784
-2.0676923,29,5.367846
-3.082572,29,5.367851
-2.4111648,29,5.367858
-7.4296565,29,5.367874
-8.885086,29,5.367882
-4.022272,29,5.367892
-0.9655974,29,5.367905
-2.7845325,29,5.367917
-5.386046,29,5.367929
-7.671921,29,5.367934
-5.60386,29,5.367946
-3.7439575,29,5.367959
-2.697125,29,5.367965
-8.655763,29,5.367971
-1.693358,29,5.367979
-3.8363614,29,5.367985
-3.6362615,29,5.36799
-9.235181,29,5.367996
-10.74339,29,5.368003
-4.5646515,29,5.368007
-8.415059,29,5.368017
-5.543338,29,5.368025
-5.8481245,29,5.368034
1.524795,29,5.368041
-2.048392,29,5.368045
-3.9133062,29,5.368051
-4.036403,29,5.368058
-3.3366132,29,5.368065
0.52595806,29,5.368072
2.3283777,29,5.368079
-2.6655197,30,5.54935
-0.5691223,30,5.549409
-7.223336,30,5.549424
-10.201111,30,5.549433
-8.472728,30,5.54944
-8.299647,30,5.549447
-8.448412,30,5.549457
-2.7239304,30,5.549467
-8.850149,30,5.549474
-5.4535,30,5.549481
-4.0063047,30,5.549495
-7.056817,30,5.5495
-0.6443043,30,5.549506
-8.807579,30,5.549511
-0.7099376,30,5.549517
-1.772722,30,5.549522
-0.8643327,30,5.549528
-8.3262005,30,5.549534
-2.5881004,30,5.549541
-7.060465,30,5.549547
-5.689468,30,5.549552
-1.7294393,30,5.549562
-7.138716,30,5.549567
-2.4574046,30,5.549572
-6.490367,30,5.549579
-4.8400817,30,5.549584
-7.126673,30,5.549598
-5.591202,30,5.549603
-3.4869533,30,5.549609
-4.981757,30,5.549614
-3.0910666,30,5.549623
-5.12045,30,5.549628
2.7467456,30,5.549634
-3.4488528,30,5.54964
-7.481828,30,5.549647
-0.31005955,30,5.549661
0.7431917,30,5.549667
2.9630852,30,5.549682
-3.9444146,30,5.549687
-1.0120802,30,5.549694
-3.3021407,30,5.5497
-7.2310314,30,5.549714
-1.2652273,30,5.549722
-0.69268227,30,5.549733
6.157456,30,5.549739
-3.194921,30,5.549747
-10.636383,30,5.549752
-3.2418137,30,5.549762
-3.0740004,30,5.549769
-5.00469,30,5.549778
-7.599972,30,5.549787
-6.1735725,30,5.549792
-3.855964,30,5.549806
-0.9137666,30,5.549813
-2.0117476,30,5.549823
-2.7334976,30,5.549828
-8.075042,30,5.549834
3.80824,30,5.54984
-4.020255,30,5.549847
3.1822581,30,5.549855
-5.422844,30,5.54987
-6.113832,30,5.549881
-1.5181413,30,5.549886
-2.3678746,30,5.549893
-4.231542,30,5.549908
-4.817116,30,5.549915
-4.2577925,30,5.549922
-7.011571,30,5.549928
0.050875187,30,5.549935
-2.874261,30,5.549941
-9.698954,30,5.549946
-2.061288,30,5.549951
-6.25004,30,5.549959
-3.9822555,30,5.549964
-5.180687,30,5.54997
2.000229,31,5.734518
-2.4498527,31,5.73457
-0.23542404,31,5.734582
2.4476223,31,5.734591
-1.5121784,31,5.734596
-8.850763,31,5.734604
-7.908603,31,5.73461
0.23996878,31,5.734615
-4.4755526,31,5.734626
-7.8488255,31,5.734644
6.169533,31,5.734649
-4.188308,31,5.734656
-1.1854568,31,5.734666
-6.525077,31,5.734671
-7.5819287,31,5.734679
-5.1167855,31,5.734684
3.1971946,31,5.734692
3.3470263,31,5.734699
-0.40354252,31,5.734709
-6.031983,31,5.734716
-3.1210754,31,5.734723
-10.110477,31,5.73473
-9.497775,31,5.734737
-4.097777,31,5.734746
-3.176366,31,5.734752
0.4435339,31,5.734757
-7.2037406,31,5.734763
-3.590831,31,5.734772
-4.198878,31,5.734778
6.296035,31,5.734784
-3.3243475,31,5.73479
-7.623061,31,5.734795
-3.414497,31,5.7348
-2.3411903,31,5.734808
-4.4755464,31,5.734815
-2.2868662,31,5.734831
-4.71542,31,5.734841
-3.07835,31,5.734847
0.11385393,31,5.734853
-4.7544312,31,5.734859
-1.3034072,31,5.734869
-6.4651785,31,5.734878
-1.6809762,31,5.734887
-4.5249457,31,5.734892
-4.905667,31,5.734897
-3.8858364,31,5.734902
-1.3803644,31,5.734908
-7.9593425,31,5.734915
-3.7217884,31,5.73492
-1.2070103,31,5.734928
-4.81548,31,5.734936
-5.6706634,31,5.734943
-9.102943,31,5.734948
0.65296507,31,5.734953
3.978519,31,5.734959
-1.631278,31,5.734969
-6.038574,31,5.734974
-1.2886608,31,5.73498
-3.0833654,31,5.734986
-4.1804533,31,5.734991
2.5023003,31,5.734997
-3.2848098,31,5.735003
-2.489387,31,5.73501
-12.510652,31,5.735015
-1.2368679,31,5.73502
-1.1193585,31,5.735025
3.6405296,31,5.735031
-0.6850064,31,5.735036
-4.506878,31,5.735043
-5.2196465,31,5.735049
-3.045105,31,5.735059
-2.7833195,31,5.735064
2.6429753,31,5.735071
-4.43157,31,5.735077
-7.6251307,31,5.735083
-5.2000756,31,5.735089
-10.674225,31,5.735099
-5.695023,31,5.735111
-6.0807753,31,5.735117
-1.2478755,31,5.735124
-8.605416,31,5.735133
-3.283705,31,5.735139
-3.6095285,32,5.924552
-5.834089,32,5.924608
-7.219469,32,5.924618
-3.8574007,32,5.92463
0.03764677,32,5.924636
-1.3921156,32,5.924644
-1.0945148,32,5.924651
-2.8422203,32,5.924659
-4.281004,32,5.924664
4.6993146,32,5.924669
1.4318633,32,5.92468
-5.2159214,32,5.924686
-5.165626,32,5.924694
-1.3100367,32,5.9247
-4.1505756,32,5.924706
-5.6500545,32,5.924711
-2.0705838,32,5.924718
-3.3181305,32,5.924724
-8.643658,32,5.924749
-9.540868,32,5.924755
-3.904081,32,5.924761
-3.5122566,32,5.924767
-2.9862235,32,5.924776
-6.3901377,32,5.924787
-1.9402337,32,5.924795
-2.1884599,32,5.924803
-3.242163,32,5.924814
-5.7774267,32,5.924819
-1.7400208,32,5.924824
-7.272957,32,5.924838
-6.6473274,32,5.92485
-8.747872,32,5.924857
-1.856708,32,5.924873
-5.6971474,32,5.924883
0.68976545,32,5.92489
-9.475583,32,5.924901
-6.16787,32,5.924917
-5.564686,32,5.924929
-1.2145088,32,5.924938
-3.7321475,32,5.924946
-1.0837324,32,5.924958
-4.8394265,32,5.924964
-5.494025,32,5.924971
-3.0900064,32,5.924976
1.9936051,32,5.924988
-5.351181,32,5.924994
-2.4067826,32,5.925004
-5.0147314,32,5.925013
3.893744,32,5.92502
-4.3679657,32,5.92503
-1.6316876,32,5.925039
-1.3486452,32,5.925045
-1.767149,32,5.925054
-4.386113,32,5.92506
-1.6602526,32,5.925065
-3.28482,32,5.925072
3.4797468,32,5.925079
-1.0790558,32,5.925085
-5.6347046,32,5.925092
-4.7923946,32,5.925098
-7.0382786,32,5.925108
-7.394651,32,5.925116
-6.2589626,32,5.925128
-3.4850473,32,5.925135
-2.478887,32,5.925141
-3.647832,32,5.925158
-9.639666,33,6.108469
-3.870369,33,6.108525
-1.7810826,33,6.108535
-1.2173824,33,6.108541
-4.4195933,33,6.108547
-7.2837477,33,6.108553
-4.4627805,33,6.108558
-2.7978902,33,6.108564
-0.7632165,33,6.108569
-0.74400234,33,6.108579
-6.714475,33,6.108594
-3.7166867,33,6.108599
-1.3510857,33,6.108607
4.044048,33,6.108613
-10.41028,33,6.108619
-9.819502,33,6.108628
-1.2808056,33,6.108633
-5.495536,33,6.108644
-6.584879,33,6.108652
-3.5794148,33,6.108662
-2.3345788,33,6.10867
-4.432787,33,6.10868
-0.9554858,33,6.108692
-3.4585447,33,6.108698
-3.538931,33,6.108703
-3.0764647,33,6.108709
-2.7107363,33,6.108716
-6.986092,33,6.108724
-3.585761,33,6.108732
-1.4909053,33,6.108738
3.3111267,33,6.108745
-4.259441,33,6.108752
-6.3768997,33,6.108758
-2.2274232,33,6.108764
-4.5170245,33,6.108772
-3.2298868,33,6.108777
-5.8202186,33,6.108783
-6.48365,33,6.108789
-0.6091242,33,6.108797
-1.287652,33,6.108802
-2.1417627,33,6.108808
0.6535926,33,6.108813
-4.3611884,33,6.108828
-0.6238208,33,6.108836
2.5546498,33,6.108841
-2.4993868,33,6.108846
1.8973508,33,6.108852
-1.0434833,33,6.108856
0.23800755,33,6.108867
1.123827,33,6.108881
-1.8777449,33,6.108886
-6.3719096,33,6.108891
-2.6748166,33,6.108898
-5.252253,33,6.108905
-3.9325285,33,6.10891
-1.5183482,33,6.108917
0.272727,33,6.108925
-5.3024707,33,6.108933
-1.2853677,33,6.108949
-3.718001,33,6.108956
-2.7520456,33,6.108963
-2.2296598,33,6.10898
4.650726,33,6.108987
-0.5959301,33,6.108999
-4.649458,33,6.109005
1.7435975,33,6.10901
-0.72913074,33,6.109016
-4.8941526,33,6.109024
-6.613484,33,6.109031
-2.1283057,33,6.109036
0.21639156,33,6.109043
-1.8071325,33,6.109048
-0.7922013,33,6.109052
0.99252844,33,6.109059
-0.12560892,33,6.109066
-7.0250835,33,6.109071
-1.7336459,33,6.109076
-3.9385056,33,6.109081
2.8427577,33,6.109088
-2.6355596,33,6.109097
1.5211992,34,6.295119
-2.2010279,34,6.295175
4.984743,34,6.295185
-2.3022048,34,6.295195
-5.800659,34,6.295205
-5.997716,34,6.295211
-4.9774027,34,6.295221
-2.328637,34,6.295231
-1.4422102,34,6.295239
-4.507737,34,6.295248
-5.2958536,34,6.295254
0.15620184,34,6.295264
-2.9996502,34,6.295275
-4.1680074,34,6.295284
-5.654292,34,6.295292
1.4164262,34,6.295297
-3.5495062,34,6.295303
1.0528598,34,6.295309
-6.680313,34,6.295328
-0.88529253,34,6.295341
0.90058136,34,6.295348
-5.726059,34,6.295358
1.6751657,34,6.29537
-3.2173085,34,6.295377
-5.3029976,34,6.295382
-9.195169,34,6.295388
-5.5875926,34,6.295394
-11.105187,34,6.2954
-6.6889944,34,6.295406
-2.6049764,34,6.295416
-4.3249745,34,6.295421
2.0930486,34,6.295431
-1.3898406,34,6.295439
-9.479984,34,6.295446
0.5116887,34,6.295451
0.54657125,34,6.295457
-5.3391166,34,6.295464
-7.394453,34,6.295471
-3.6473875,34,6.295483
-4.3613157,34,6.295489
-0.43760157,34,6.295495
-8.036905,34,6.295505
-3.7095222,34,6.29551
1.6844444,34,6.295517
-2.9584417,34,6.295525
1.1869898,34,6.29553
-1.8625448,34,6.295538
-2.3678284,34,6.295542
-8.064211,34,6.295561
1.145977,34,6.295568
0.89116144,34,6.295586
-0.7395749,34,6.295596
-4.7808914,34,6.295603
0.78178644,34,6.295607
-1.480782,34,6.295616
2.4385371,34,6.29563
-1.8847094,34,6.295645
-0.8560047,34,6.29565
1.0758128,34,6.29566
-7.0269284,35,6.486598
-4.6971693,35,6.486649
-0.85829115,35,6.486661
1.4315672,35,6.486668
-1.1520572,35,6.486674
-4.203802,35,6.486684
-2.64848,35,6.486693
1.4485025,35,6.486702
-3.5281167,35,6.486708
-3.870862,35,6.486712
0.6083412,35,6.486718
-3.2028794,35,6.48673
2.4302602,35,6.486737
-4.3193026,35,6.486752
-0.18326378,35,6.486762
-4.134585,35,6.486775
-3.2924833,35,6.486783
-5.6688576,35,6.486793
-8.0630665,35,6.486801
-0.91733694,35,6.48681
-6.706239,25,6.486818
0.13536787,35,6.486824
-5.167208,35,6.486828
-2.2553802,35,6.486835
-1.0177016,35,6.486846
-8.944621,35,6.486855
-1.2696126,35,6.486861
-8.911273,35,6.486871
-7.425825,35,6.486877
-6.144653,35,6.486882
-3.769154,35,6.486887
-7.0399146,35,6.486893
-3.31744,35,6.4869
-0.6197293,35,6.486907
-8.293533,35,6.486919
-0.56351995,35,6.486925
-4.865389,35,6.486932
-1.5135059,35,6.486939
-3.2411776,35,6.486948
-2.764384,35,6.486953
-4.431554,35,6.486958
-4.4240203,35,6.486966
-7.1764708,35,6.486974
-3.1134348,35,6.486983
1.7486563,35,6.486995
-12.729919,22,6.487005
-1.6957216,35,6.487013
-1.8224936,35,6.487021
-1.4350295,35,6.487026
-1.3158464,35,6.487031
-9.367292,35,6.48704
0.40752602,35,6.487045
0.21350336,35,6.487052
1.5952325,35,6.487059
-3.1882133,35,6.487065
3.1611886,35,6.487069
-2.4119072,35,6.487083
-1.3124542,35,6.487088
-1.1933074,35,6.487097
0.57177687,35,6.487104
-3.7730613,35,6.48711
-0.015220642,35,6.487117
1.0419407,35,6.487124
2.2420936,35,6.487133
4.0582385,35,6.487137
0.19098234,35,6.487144
-0.648154,35,6.48715
1.4339905,35,6.487157
1.8194618,35,6.487163
-6.940938,35,6.487169
1.0541902,35,6.487174
-0.9745312,35,6.487187
-1.8787861,35,6.487196
1.8337274,36,6.68148
-0.8917279,36,6.681537
-3.5925784,36,6.681551
-0.8069663,36,6.681558
-5.609101,36,6.681565
-4.558965,36,6.681571
1.0964503,36,6.681576
-4.1816144,36,6.681583
-0.26842213,36,6.681589
-1.7141733,36,6.681596
2.3199077,36,6.681607
-5.391932,36,6.681619
-7.118309,36,6.68163
-4.072858,36,6.681635
-4.8013287,36,6.681644
-5.5666227,36,6.681652
4.7952533,36,6.681659
-6.015596,36,6.681664
-1.7509055,36,6.68167
-3.095808,36,6.681677
1.769939,36,6.681687
9.54113,36,6.681692
-11.06081,16,6.681698
-1.1124201,36,6.681704
-4.4819736,36,6.681709
-0.6499915,36,6.681716
-2.96654,36,6.681729
2.6144753,36,6.681736
-4.8510847,36,6.681743
-1.6578069,36,6.681748
-4.009696,36,6.681756
-3.8011699,36,6.681762
-1.4181862,36,6.681766
-6.59773,36,6.681774
-2.4288292,36,6.681785
4.63397,36,6.681794
-8.458771,36,6.681802
-1.1180391,36,6.681813
4.019602,36,6.681822
-0.37687922,36,6.681827
-1.3166494,36,6.681837
-3.3830523,36,6.681847
6.1725345,36,6.681851
-0.009275436,36,6.681861
-1.1795096,36,6.681875
-2.7934625,36,6.681884
0.9086518,36,6.681894
-5.3694963,36,6.6819
-0.62475824,36,6.681907
-2.7351923,36,6.681916
-5.43363,36,6.681922
3.8138895,36,6.68193
1.3026762,36,6.681936
1.9759712,36,6.681944
-3.556268,36,6.681949
0.46667624,36,6.681954
-1.5148239,36,6.681961
-5.387676,36,6.681966
-0.18390274,36,6.681972
0.9685497,36,6.681986
-2.046774,36,6.681999
-6.589033,36,6.682007
-0.31183863,36,6.682017
-6.0793376,36,6.682025
-3.270651,36,6.682035
-2.2830539,36,6.682046
5.290256,37,6.865828
-1.3778653,37,6.865891
4.377905,37,6.865902
5.0417223,37,6.865914
-1.5303879,37,6.865921
6.9395833,37,6.865927
0.8490982,37,6.865936
0.3838787,37,6.865946
1.619843,37,6.865951
-0.4841566,37,6.865956
-3.9794338,37,6.865962
-0.12909555,37,6.865972
2.7487636,37,6.865979
6.5894656,37,6.865986
5.140637,37,6.865993
-4.282869,37,6.866
1.5092835,37,6.866006
0.3336563,37,6.866014
0.17682695,37,6.866023
0.10915184,37,6.866028
-3.3811278,37,6.866035
-6.944264,37,6.86604
-11.789793,25,6.866055
0.35777044,37,6.866062
-2.4153397,37,6.866069
-0.16190386,37,6.866084
-0.7481029,37,6.866093
2.325139,37,6.866103
-2.1216602,37,6.866111
1.3335805,37,6.866119
1.4867458,37,6.866125
-2.7998247,37,6.866139
-0.12714338,37,6.866149
-7.332107,37,6.866156
-2.3056104,37,6.866164
-1.7581496,37,6.866173
-0.58216166,37,6.86618
3.393663,37,6.866186
-10.619924,37,6.866199
-1.7400122,37,6.86621
-0.41581059,37,6.866225
3.9755592,37,6.866231
-1.3739119,37,6.866237
-7.875547,37,6.866247
-0.6210494,37,6.866256
0.53752947,37,6.866262
-2.906814,37,6.866269
-2.698691,37,6.866279
3.4652934,37,6.866289
-4.24216,37,6.866306
-6.90912,37,6.866311
-1.0186908,37,6.866318
7.6732564,37,6.866327
-1.0114822,37,6.866337
1.9284883,37,6.866341
1.7207413,37,6.866351
3.1271539,37,6.866358
-2.5276008,37,6.866364
-1.7155328,37,6.866371
0.6310415,37,6.866376
-0.6693163,37,6.866382
-3.3773637,37,6.866388
2.2388363,37,6.866394
-0.13138485,37,6.866399
0.657475,37,6.866405
-2.6424901,37,6.866414
5.8959026,37,6.866423
-4.201777,37,6.866429
-1.3528087,38,7.150808
0.8985214,38,7.150864
-5.194574,38,7.150874
-3.0951772,38,7.150882
-5.103413,38,7.150888
-5.23989,38,7.150893
1.543057,38,7.150901
3.6559958,38,7.150908
-0.8635998,38,7.150916
0.5119901,38,7.150922
-11.940399,38,7.15093
-4.4797583,38,7.150936
5.7020755,38,7.150941
0.19869566,38,7.150947
1.1485667,38,7.150957
2.9981613,38,7.150962
-2.5737581,38,7.150968
-0.5194516,38,7.150977
5.6383643,38,7.150987
4.6346254,38,7.150993
-7.164225,25,7.150998
5.536403,38,7.151005
-1.0919309,38,7.151012
8.747949,38,7.151018
1.7186036,38,7.151026
-6.120651,38,7.151032
4.936449,38,7.15104
-0.0034947395,38,7.151058
2.9035058,38,7.151072
-0.015422821,38,7.151078
-2.5320854,38,7.151089
-5.9544797,38,7.1511
-1.8704734,38,7.151108
-0.6583376,38,7.151113
5.0528116,38,7.151119
-2.1783516,38,7.151127
0.10737705,38,7.151133
1.2695541,38,7.151139
1.0916462,38,7.151145
-1.4821215,38,7.15115
-2.1929455,38,7.151162
-1.517421,38,7.151168
-0.08287811,38,7.151173
1.1152935,38,7.151181
4.0938077,38,7.151187
-1.9354744,38,7.151192
-2.7856338,38,7.151201
-2.6553173,38,7.151214
-0.1702404,38,7.15122
-4.405499,38,7.151225
1.1246467,38,7.15123
2.1805468,38,7.151238
12.700319,38,7.151249
0.63495684,38,7.151253
-2.1465073,38,7.15126
-3.201159,38,7.151267
0.14772654,38,7.151275
-0.22760773,38,7.15128
-3.4397984,38,7.151287
2.4941597,38,7.151301
-2.6515045,38,7.151307
1.6673441,38,7.151313
-0.4991331,38,7.151318
-1.1523805,38,7.151325
-4.639952,38,7.151332
-1.1876113,38,7.151345
2.6005578,38,7.151352
-5.8199944,38,7.151362
2.6166148,38,7.15137
2.1873174,38,7.151387
-0.5348997,38,7.151392
-0.6505909,39,7.338229
-0.3586669,39,7.3383
-1.8495541,39,7.338315
0.22587681,39,7.338327
4.6090207,39,7.338334
-5.3394365,39,7.338339
2.881319,39,7.338347
2.4658113,39,7.338361
-2.498908,39,7.33837
1.3789163,39,7.338375
5.3257804,39,7.338385
4.3217454,39,7.338393
-5.1174417,39,7.338402
-1.3719625,39,7.338411
2.9028554,39,7.338416
-5.400699,39,7.338433
-1.7887144,39,7.338438
-2.4417176,39,7.338448
3.4646764,39,7.338456
-3.5478873,39,7.338463
2.7250228,39,7.338468
-0.79367995,39,7.33848
0.86146307,39,7.33849
1.1653318,39,7.338496
1.5181937,39,7.338504
-1.4613395,39,7.338514
-10.456275,25,7.33852
-8.7046795,39,7.338526
4.043618,39,7.338543
-0.5557251,39,7.338549
-0.8209524,39,7.338564
-6.067257,39,7.33857
-4.074969,39,7.338579
-1.433135,39,7.338589
-4.896221,39,7.338603
3.528861,39,7.33861
-0.72518253,39,7.338617
-6.5104427,39,7.338624
0.76955414,39,7.338637
-0.79145575,39,7.338642
