#{"t_start": 1747094223.8235068, "env_id": "None"}
r,l,t
0.9868459,250,37.026774
0.9935328,250,37.026778
0.7418971,250,37.026784
0.63006496,250,37.026789
1.1993253,250,37.026793
0.92959404,250,37.026798
0.90621006,250,37.026803
1.196495,250,37.026807
1.0421193,250,37.026812
0.88789964,250,37.026817
0.9429902,250,37.026821
0.8449781,250,37.026826
1.129964,250,37.02683
1.1364081,250,37.026835
1.3143218,250,37.026841
0.964345,250,37.026845
1.1909008,250,37.02685
0.7576044,250,37.026855
1.1805956,250,37.026859
1.0345452,250,37.026864
0.91645545,250,37.026868
0.83085597,250,37.026872
0.9810297,250,37.026877
0.9863015,250,37.026881
1.1125085,250,37.026887
0.93550926,250,37.026893
1.0388075,250,37.026897
0.9420021,250,37.026902
0.9062042,250,37.026907
1.0711378,250,37.026911
1.0999761,250,37.026916
1.068848,250,37.026921
0.9632132,250,37.026927
1.1661749,250,37.026931
0.83308476,250,37.026936
0.78219104,250,37.026941
0.7489137,250,37.026946
1.1017302,250,37.026951
0.87286437,250,37.026956
0.7291405,250,37.02696
1.107119,250,37.026965
1.0220978,250,37.02697
1.0898813,250,37.026974
0.99942267,250,37.026979
0.8973218,250,37.026984
0.6672849,250,37.026989
0.80527395,250,37.026993
0.97559655,250,37.026998
0.7840507,250,37.027004
0.799198,250,37.027008
0.86100435,250,37.027013
1.0024083,250,37.027018
0.81049955,250,37.027022
0.90725374,250,37.027027
1.1196915,250,37.027031
1.0769329,250,37.027036
0.9401789,250,37.027041
0.85761476,250,37.027045
1.0700858,250,37.02705
0.90682274,250,37.027055
0.9967658,250,37.02706
1.012279,250,37.027065
0.9453268,250,37.027069
1.1901507,250,37.027074
1.2513582,250,37.02708
0.91726375,250,37.027085
0.9394253,250,37.02709
1.0332915,250,37.027096
1.0112303,250,37.027101
0.73262006,250,37.027105
0.9313188,250,37.02711
1.6569072,250,37.027115
1.2622781,250,37.02712
0.9208626,250,37.027124
0.8921003,250,37.027129
