#{"t_start": 1747074452.409167, "env_id": "None"}
r,l,t
0.66199726,250,39.155715
0.6290483,250,39.15572
0.7837265,250,39.155725
0.6360586,250,39.15573
0.7234027,250,39.155734
0.7144689,250,39.155739
0.6665486,250,39.155744
0.7499948,250,39.155748
0.6896037,250,39.155753
0.80747885,250,39.155757
0.6758486,250,39.155763
0.6530788,250,39.155767
0.74498373,250,39.155775
0.779248,250,39.15578
0.66724175,250,39.155785
0.7113644,250,39.155789
0.77628314,250,39.155794
0.67931974,250,39.155799
0.67279416,250,39.155804
0.6440603,250,39.15581
0.77798593,250,39.155814
0.6733717,250,39.155819
0.6844201,250,39.155825
0.7543598,250,39.155829
0.672399,250,39.155834
0.69379306,250,39.155838
0.7457308,250,39.155843
0.60712165,250,39.155849
0.6477648,250,39.155854
0.72924167,250,39.155858
0.6839647,250,39.155863
0.6153826,250,39.155867
0.72463006,250,39.155872
0.6714992,250,39.155877
0.79518276,250,39.155882
0.6490239,250,39.155887
0.6371481,250,39.155891
0.69673353,250,39.155896
0.77154785,250,39.155901
0.69330794,250,39.155905
0.6402361,250,39.15591
0.68977785,250,39.155915
0.69421035,250,39.155919
0.63166195,250,39.155924
0.6385638,250,39.15593
0.75771797,250,39.155934
0.70611775,250,39.155939
0.6672518,250,39.155943
0.65634936,250,39.155948
0.6092077,250,39.155953
0.7544861,250,39.155958
0.7698088,250,39.155963
0.71102613,250,39.155968
0.70974237,250,39.155973
0.6334875,250,39.155977
0.653397,250,39.155982
0.6849688,250,39.155988
0.7745017,250,39.155993
0.635176,250,39.155998
0.820148,250,39.156002
0.8032245,250,39.156007
0.65856296,250,39.156012
0.6395289,250,39.156017
0.74394757,250,39.156021
0.65783507,250,39.156026
0.811466,250,39.15603
0.8367874,250,39.156035
0.6927783,250,39.15604
0.75481033,250,39.156047
0.60932016,250,39.156053
0.6972855,250,39.156057
0.6897118,250,39.156062
0.79683346,250,39.156067
0.6505907,250,39.156071
0.6117846,250,39.156076
0.68590015,250,39.156081
0.6593287,250,39.156086
0.7813947,250,39.156091
0.6857972,250,39.156096
0.70383424,250,39.156101
0.7082521,250,39.156106
0.6751209,250,39.15611
0.6841036,250,39.156115
0.7771598,250,39.156121
0.6696731,250,39.156126
0.6429321,250,39.15613
0.82270026,250,39.156135
0.7177594,250,39.156139
0.6713267,250,39.156144
0.6406681,250,39.156148
0.6561002,250,39.156154
0.7012922,250,39.156158
0.78160566,250,39.156163
0.73398083,250,39.156168
0.7950971,250,39.156172
0.6572345,250,39.156177
0.71868634,250,39.156182
0.7493061,250,39.156186
0.698502,250,39.156191
0.7675766,250,39.156196
0.65570027,250,39.1562
0.64024895,250,39.156205
0.6481811,250,39.156211
0.82114846,250,39.156216
0.6327634,250,39.156221
0.72017455,250,39.156226
0.8015146,250,39.15623
0.6175965,250,39.156235
0.802798,250,39.15624
0.67038655,250,39.156245
0.80122894,250,39.156249
0.7098281,250,39.156254
0.74812526,250,39.156259
0.77284276,250,39.156264
0.6280233,250,39.15627
0.6473028,250,39.156275
0.73686427,250,39.15628
0.73520356,250,39.156285
0.6176257,250,39.156289
0.70847476,250,39.156294
0.78444815,250,39.156299
0.6370197,250,39.156303
0.6302358,250,39.156308
0.61735487,250,39.156312
0.7224702,250,39.156317
0.7086304,250,39.156323
0.6418451,250,39.156327
0.7376481,250,39.156332
0.6841447,250,39.156337
0.64664423,250,39.156342
0.8666417,250,39.156346
0.6795619,250,39.156351
0.6907822,250,39.156358
0.68996423,250,39.156363
0.86266357,250,39.156368
0.67595,250,39.156372
0.7140046,250,39.156378
0.6642347,250,39.156383
0.74408585,250,39.156387
0.7365809,250,39.156392
0.789679,250,39.156397
0.72308266,250,39.156401
0.73902845,250,39.156406
0.6657701,250,39.156411
0.69582057,250,39.156415
0.8677964,250,39.15642
0.7355212,250,39.156425
0.67787945,250,39.156431
0.6522575,250,39.156436
0.6590616,250,39.156441
0.69354326,250,39.156446
0.64467543,250,39.15645
0.8005762,250,39.156455
0.8359439,250,39.156459
0.6708838,250,39.156465
0.735155,250,39.15647
0.7025159,250,39.156474
0.6675145,250,39.15648
0.6971692,250,39.156484
0.79574233,250,39.156489
0.725467,250,39.156495
0.72561455,250,39.1565
0.7519547,250,39.156505
0.65772414,250,39.156509
0.6727687,250,39.156514
0.7396268,250,39.156519
0.6546365,250,39.156523
0.6938097,250,39.156528
0.67426825,250,39.156533
0.8332817,250,39.156538
0.6489659,250,39.156543
0.7444343,250,39.156548
0.6492116,250,39.156553
0.6598458,250,39.156557
0.65324193,250,39.156562
0.6582966,250,39.156567
0.6271075,250,39.156571
0.82214636,250,39.156575
0.63101244,250,39.156581
0.6129245,250,39.156586
0.661796,250,39.156591
0.70852846,250,39.156595
0.662687,250,39.156601
0.65528923,250,39.156605
0.73731714,250,39.15661
0.6218446,250,39.156615
0.6704332,250,39.156619
0.6676206,250,39.156624
0.7542158,250,39.156629
0.6545959,250,39.156633
0.757081,250,39.156638
0.63757265,250,39.156642
0.87365264,250,39.156647
0.6375484,250,39.156652
0.7831261,250,39.156657
0.7072794,250,39.156662
0.73566335,250,39.156667
0.6677014,250,39.156672
0.64459866,250,39.156677
0.74953675,250,39.156682
0.6977738,250,39.156687
0.731063,250,39.156691
0.69181275,250,39.156696
0.6243596,250,39.1567
0.709958,250,39.156705
0.76068604,250,39.15671
0.63392496,250,39.156716
0.692421,250,39.15672
0.64663947,250,39.156725
0.6663644,250,39.15673
0.69027823,250,39.156735
